CompanyName,Category,Country,Description,Website,LogoURL
Algarde,startup,,"Algarde - start-up spécialisé dans les produits bio de protection des plantes de culture. Notre extrait exclusif de sources marines, stimule l’activation des défenses naturelles des plantes leurs permettant de lutter toutes seules contre les maladies.",http://algarde.eu,
Algorithmic Innovations,startup,,"Algorithmic Innovations is an artificial intelligence agency revolutionizing the use of existing video surveillance systems. Our flagship product, Visitraffic, transforms traditional CCTV cameras into powerful customer flow analysis tools for retail.",https://www.algoinno.com,
Algorized,startup,,Algorized is a deeptech startup enables a new world of sensing and positioning AI applications through a software-only upgrade to existing commodity sensors for robotics and automotive with UWB and wireless sensors.,https://www.algorized.com,
ALGOS,startup,,"Algos is an Enterprise AI, engineered for you. 
We blend AI software & strategy, creating secure, tailored solutions. Our CMLE Orchestrator ensures precision & data sovereignty for real results and for every company",https://algos-ai.com,
Alhomna Systems,startup,,"Alhomna Systems develops SolarDry, a solar-powered technology turning sludge and effluents into distilled water, bio-fertilizer, and energy. A local, circular, and low-carbon solution for the ecological transition.",https://www.linkedin.com/company/alhomna-systems,
Alia,startup,,"alia is an intelligent legal assistant that facilitates access to legal documentation in French-speaking Africa, thanks to an innovative solution that provides fast, targeted answers.",https://alia-legal.com,
Aliad Education,startup,,Encourage each individual to become curious and engaged through immersive learning.,https://www.aliad-education.com,
Alice & Bob,startup,France,"Alice & Bob is a quantum computing company based in Paris and Boston whose goal is to create the first universal, fault-tolerant quantum computer. Founded in 2020, Alice & Bob has already raised 130 million euros in funding and hired over 120 employees.",https://alice-bob.com/,
ALIGO AI,startup,,"Leveraging our expertise in data engineering and a powerful scoring engine, we introduce a new approach to celebrity-endorsed advertising by streamlining the contract process and recommending the ideal celebrity for our clients' campaigns.",https://www.aligo.ai/,
Alison.Ai,startup,,"Alison.ai intelligently optimizes ad creatives. Accelerate your creative process with data-driven insights and competitors' benchmarks, so you can generate high-performing creatives, optimize marketing efforts, and boost ROAS faster than ever before.",https://alison.ai,
ALIVE LOOP,startup,,"AliveLoop tackles the waste crisis by innovating material design. We create bioplastics that biodegrade without leaving microplastics and upcycle unrecyclable materials for reuse in existing systems, offering seamless and scalable sustainability solutions.",https://www.aliveloop.com,
All Good Energy powered by Molicel,startup,,"100% Taiwan-made MOLICEL® lithium ion cells. Pushing the limit of battery energy density while keeping great power density is our ongoing mission. Our goal is to satisfy those gamechangers who believe in greener life, higher mobility performance, and long",www.allgoodenergy.com.tw,
Allemagne - Bayern International (Bavière),partner,,"Bayern International is a company of the Free State of Bavaria (Germany) and has been a key player in promoting Bavarian foreign trade for more than 25 years. A large number of projects are organised worldwide every year in cooperation with the Bavarian Ministry of Economic Affairs. They all aim to support small and medium-sized enterprises (SMEs) from Bavaria in their export efforts. The extensive service programme includes trade fair participations, delegation trips, business trips, delegation visits, digital events and the “Key to Bavaria” company database. 
www.bayern-international.de",https://www.meet-bavaria.com/vivatech,
Allendia,startup,,"Allendia développe des plugins audio basés sur des réseaux de neurones aléatoires, sans données ni entraînement. Une IA frugale et ouverte, au service des musicien·nes en quête de nouveaux sons, de contrôle et de créativité.",https://allendia.com,
Allergenius,startup,France,"Allergenius est une application mobile qui simplifie la vie des personnes allergiques en leur permettant d’identifier en un instant les allergènes présents dans les produits alimentaires, grâce à un simple scan de code-barres.",https://www.allergenius.fr/,
ALLIANCE INDUSTRIE DU FUTUR,startup,France,"Depuis 2015, l’Alliance Industrie du Futur (AIF) accompagne la transformation digitale et décarbonée de l’industrie française. Elle porte la Filière S-I-F du CNI et coordonne projets et innovations pour les PMI/ETI. Membre fondateur de la French Fab.",https://solutionsindustriedufutur.org/,
Alliantech,startup,,"Alliantech stands as a French leading provider in the field of measurement and instrumentation. We provide technically innovative and economically viable solutions for many applications: aerospace, military, automotive, energies, industry, health, R&D...",https://www.alliantech.com/,
ALLTHEWAY,startup,,"Alltheway, a French startup, uses tech to revolutionize baggage logistics by enabling check-in and pick up outside airports. Its system connects with airlines via APIs, making travel smoother, safer, and more sustainable.",https://alltheway.io,
almatar,startup,,"Founded in Riyadh in 2019, almatar is a tech-driven travel company aiming to transform the travel experience through innovation and customer-focused solutions.

Inspired by Saudi Vision 2030, almatar is led by a young, ambitious",https://almatar.com/en/?utm_source=google&utm_source=google&utm_medium=cpc&utm_medium=cpc&utm_campaign=Almatar_Almatar_loc-SA_B1_GSN_lan-AR%2FEN_C7_Acquisition_Impresison-Share_Web_T3_Flights%20Hotels_Brand-ImpresisonShare&utm_campaign=Almatar_Almatar_loc-SA_B1_GSN_lan-AR%2FEN_C7_Acquisition_Impresison-Share_Desktop%20PWA_T3_Flights%20Hotels_Brand-ImpresisonShare&utm_content=Almatar_Almatar_loc-SA_B1_GSN_lan-EN_C7_Broad_Men%20Women_Web_T3_Flights%20Hotels_Brand&utm_content=Almatar_Almatar_loc-SA_B1_GSN_lan-EN_C7_Broad_Men%20Women_Web_T3_Flights%20Hotels_Brand&utm_term=almatar%20app&utm_term=almatar%20app&gclsrc=aw.ds&gad_source=1&gad_campaignid=15054474611&gbraid=0AAAAAC3aSqp3QXnc6M8qh38OE2NfsLQiL&gclid=Cj0KCQjwxdXBBhDEARIsAAUkP6glGlU99uGG85g7UH0Hiz2tu64AsWJePK888pDHSewYI2fJWMp9hUkaAvs7EALw_wcB,
ALOE,startup,,"ALOE - We Turn Hotels into Experience Hubs.  With a plug-and-play solution, hotels can easily offer, manage, and monetize both in-house and local activities.",https://aloesuite.com,
Alouette.ai,startup,,"Alouette is building and scaling a generative AI platform engineered to increase successful project capitalization (carry-over) and enhance industrial performance across high-tech sectors: Energy, Aerospace, and Defense.
",https://alouette.ai/,
